name,id,machine_id,downtime_reason_name,end_timestamp,start_timestamp,productivity,classification,duration_seconds,shift,day_of_week,utilisation_category,timestamp
Mill 1,6863deb2ff0b2ffaa55f69b4,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 14:13:20.733000+01:00,2025-07-01 14:12:08.733000+01:00,productive,DOWNTIME,72.0,DAY,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 14:12:08.733000+01:00
Mill 1,6863df03ff0b2ffaa55f69df,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 14:13:52.733000+01:00,2025-07-01 14:13:20.733000+01:00,productive,UPTIME,32.0,DAY,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 14:13:20.733000+01:00
Mill 1,6863df20ff0b2ffaa55f69f5,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 14:14:40.733000+01:00,2025-07-01 14:13:52.733000+01:00,productive,DOWNTIME,48.0,DAY,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 14:13:52.733000+01:00
Mill 1,6863df53ff0b2ffaa55f6a17,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 14:58:16.733000+01:00,2025-07-01 14:14:40.733000+01:00,productive,UPTIME,2616.0,DAY,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 14:14:40.733000+01:00
Mill 1,6863e988ff0b2ffaa55f73f5,6809f67ffc54c40ff1b489cf,Coil Change,2025-07-01 15:13:17.234000+01:00,2025-07-01 14:58:16.733000+01:00,productive,DOWNTIME,900.501,DAY,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 14:58:16.733000+01:00
Mill 1,6863ed19ff0b2ffaa55f7737,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 15:14:29.234000+01:00,2025-07-01 15:13:17.234000+01:00,productive,UPTIME,72.0,DAY,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 15:13:17.234000+01:00
Mill 1,6863ed4cff0b2ffaa55f77c8,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 15:14:51.234000+01:00,2025-07-01 15:14:29.234000+01:00,productive,DOWNTIME,22.0,DAY,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 15:14:29.234000+01:00
Mill 1,6863ed64ff0b2ffaa55f77e6,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 15:22:04.234000+01:00,2025-07-01 15:14:51.234000+01:00,productive,UPTIME,433.0,DAY,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 15:14:51.234000+01:00
Mill 1,6863ef28ff0b2ffaa55f79c6,6809f67ffc54c40ff1b489cf,Cutoff Tool issue ,2025-07-01 15:47:32.234000+01:00,2025-07-01 15:22:04.234000+01:00,unproductive,DOWNTIME,1528.0,DAY,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 15:22:04.234000+01:00
Mill 1,6863f514ff0b2ffaa55f7fec,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 15:48:03.234000+01:00,2025-07-01 15:47:32.234000+01:00,productive,UPTIME,31.0,DAY,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 15:47:32.234000+01:00
Mill 1,6863f52eff0b2ffaa55f7ff8,6809f67ffc54c40ff1b489cf,No Reason Provided,2025-07-01 16:00:00+01:00,2025-07-01 15:48:03.234000+01:00,unproductive,DOWNTIME,716.766,DAY,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 15:48:03.234000+01:00
Mill 1,6863f805ff0b2ffaa55f8290,6809f67ffc54c40ff1b489cf,Not On Shift,2025-07-01 18:00:00+01:00,2025-07-01 16:00:00+01:00,unproductive,DOWNTIME,7200.0,DAY,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 16:00:00+01:00
Mill 1,68641426ff0b2ffaa55f96fd,6809f67ffc54c40ff1b489cf,Unplanned Maintenance,2025-07-01 19:22:34.290000+01:00,2025-07-01 18:00:00+01:00,unproductive,DOWNTIME,4954.29,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 18:00:00+01:00
Mill 1,68642773ff0b2ffaa55fa149,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:23:11.290000+01:00,2025-07-01 19:22:34.290000+01:00,productive,UPTIME,37.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:22:34.290000+01:00
Mill 1,686427b0ff0b2ffaa55fa15d,6809f67ffc54c40ff1b489cf,Unplanned Maintenance,2025-07-01 19:25:44.290000+01:00,2025-07-01 19:23:11.290000+01:00,unproductive,DOWNTIME,153.0,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 19:23:11.290000+01:00
Mill 1,68642830ff0b2ffaa55fa1c6,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:26:23.290000+01:00,2025-07-01 19:25:44.290000+01:00,productive,UPTIME,39.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:25:44.290000+01:00
Mill 1,68642867ff0b2ffaa55fa1d6,6809f67ffc54c40ff1b489cf,Setting Machine,2025-07-01 19:31:21.290000+01:00,2025-07-01 19:26:23.290000+01:00,productive,DOWNTIME,298.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 19:26:23.290000+01:00
Mill 1,68642986ff0b2ffaa55fa27b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:38:41.290000+01:00,2025-07-01 19:31:21.290000+01:00,productive,UPTIME,440.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:31:21.290000+01:00
Mill 1,68642b46ff0b2ffaa55fa338,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:38:57.290000+01:00,2025-07-01 19:38:41.290000+01:00,productive,DOWNTIME,16.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 19:38:41.290000+01:00
Mill 1,68642b66ff0b2ffaa55fa340,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:40:03.290000+01:00,2025-07-01 19:38:57.290000+01:00,productive,UPTIME,66.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:38:57.290000+01:00
Mill 1,68642b9dff0b2ffaa55fa38d,6809f67ffc54c40ff1b489cf,Setting Machine,2025-07-01 19:40:37.290000+01:00,2025-07-01 19:40:03.290000+01:00,productive,DOWNTIME,34.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 19:40:03.290000+01:00
Mill 1,68642bbdff0b2ffaa55fa3b7,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 19:45:08.290000+01:00,2025-07-01 19:40:37.290000+01:00,productive,UPTIME,271.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:40:37.290000+01:00
Mill 1,68642ccdff0b2ffaa55fa45f,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 19:49:22.290000+01:00,2025-07-01 19:45:08.290000+01:00,productive,DOWNTIME,254.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 19:45:08.290000+01:00
Mill 1,68642dc6ff0b2ffaa55fa4a8,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:01:12.290000+01:00,2025-07-01 19:49:22.290000+01:00,productive,UPTIME,710.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 19:49:22.290000+01:00
Mill 1,68643081ff0b2ffaa55fa67d,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 20:13:15.811000+01:00,2025-07-01 20:01:12.290000+01:00,productive,DOWNTIME,723.521,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 20:01:12.290000+01:00
Mill 1,6864335eff0b2ffaa55fa806,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:25:09.811000+01:00,2025-07-01 20:13:15.811000+01:00,productive,UPTIME,714.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:13:15.811000+01:00
Mill 1,6864361fff0b2ffaa55fa981,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 20:26:08.811000+01:00,2025-07-01 20:25:09.811000+01:00,productive,DOWNTIME,59.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 20:25:09.811000+01:00
Mill 1,6864366fff0b2ffaa55fa9cc,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:32:36.811000+01:00,2025-07-01 20:26:08.811000+01:00,productive,UPTIME,388.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:26:08.811000+01:00
Mill 1,686437e6ff0b2ffaa55faa7e,6809f67ffc54c40ff1b489cf,Cutoff Tool issue ,2025-07-01 20:39:58.811000+01:00,2025-07-01 20:32:36.811000+01:00,unproductive,DOWNTIME,442.0,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 20:32:36.811000+01:00
Mill 1,686439b0ff0b2ffaa55fab83,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:40:24.811000+01:00,2025-07-01 20:39:58.811000+01:00,productive,UPTIME,26.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:39:58.811000+01:00
Mill 1,686439b0ff0b2ffaa55fab85,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:40:47.811000+01:00,2025-07-01 20:40:24.811000+01:00,productive,DOWNTIME,23.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 20:40:24.811000+01:00
Mill 1,686439cdff0b2ffaa55faba0,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:41:17.811000+01:00,2025-07-01 20:40:47.811000+01:00,productive,UPTIME,30.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:40:47.811000+01:00
Mill 1,686439faff0b2ffaa55fabae,6809f67ffc54c40ff1b489cf,Hydraulic Fault,2025-07-01 20:45:38.811000+01:00,2025-07-01 20:41:17.811000+01:00,unproductive,DOWNTIME,261.0,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 20:41:17.811000+01:00
Mill 1,68643af8ff0b2ffaa55fac41,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:47:06.811000+01:00,2025-07-01 20:45:38.811000+01:00,productive,UPTIME,88.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:45:38.811000+01:00
Mill 1,68643b4aff0b2ffaa55fac67,6809f67ffc54c40ff1b489cf,Coil Change,2025-07-01 20:55:45.811000+01:00,2025-07-01 20:47:06.811000+01:00,productive,DOWNTIME,519.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 20:47:06.811000+01:00
Mill 1,68643d4cff0b2ffaa55fad7e,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 20:56:44.811000+01:00,2025-07-01 20:55:45.811000+01:00,productive,UPTIME,59.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 20:55:45.811000+01:00
Mill 1,68643d9dff0b2ffaa55fad8e,6809f67ffc54c40ff1b489cf,Break,2025-07-01 21:19:03.315000+01:00,2025-07-01 20:56:44.811000+01:00,unproductive,DOWNTIME,1338.504,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 20:56:44.811000+01:00
Mill 1,686442c6ff0b2ffaa55fb02d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:19:36.315000+01:00,2025-07-01 21:19:03.315000+01:00,productive,UPTIME,33.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:19:03.315000+01:00
Mill 1,686442e0ff0b2ffaa55fb039,6809f67ffc54c40ff1b489cf,Lubrication Issue,2025-07-01 21:23:06.315000+01:00,2025-07-01 21:19:36.315000+01:00,unproductive,DOWNTIME,210.0,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 21:19:36.315000+01:00
Mill 1,686443beff0b2ffaa55fb0f0,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:25:24.315000+01:00,2025-07-01 21:23:06.315000+01:00,productive,UPTIME,138.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:23:06.315000+01:00
Mill 1,68644447ff0b2ffaa55fb177,6809f67ffc54c40ff1b489cf,Cutoff Tool issue ,2025-07-01 21:28:55.315000+01:00,2025-07-01 21:25:24.315000+01:00,unproductive,DOWNTIME,211.0,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 21:25:24.315000+01:00
Mill 1,6864450cff0b2ffaa55fb1d5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:31:58.315000+01:00,2025-07-01 21:28:55.315000+01:00,productive,UPTIME,183.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:28:55.315000+01:00
Mill 1,686445d1ff0b2ffaa55fb265,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 21:32:48.315000+01:00,2025-07-01 21:31:58.315000+01:00,productive,DOWNTIME,50.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 21:31:58.315000+01:00
Mill 1,68644607ff0b2ffaa55fb271,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:34:26.315000+01:00,2025-07-01 21:32:48.315000+01:00,productive,UPTIME,98.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:32:48.315000+01:00
Mill 1,68644654ff0b2ffaa55fb28b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:34:34.315000+01:00,2025-07-01 21:34:26.315000+01:00,productive,DOWNTIME,8.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 21:34:26.315000+01:00
Mill 1,68644672ff0b2ffaa55fb299,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:45:12.315000+01:00,2025-07-01 21:34:34.315000+01:00,productive,UPTIME,638.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:34:34.315000+01:00
Mill 1,686448f4ff0b2ffaa55fb483,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 21:45:53.315000+01:00,2025-07-01 21:45:12.315000+01:00,productive,DOWNTIME,41.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 21:45:12.315000+01:00
Mill 1,6864490dff0b2ffaa55fb48d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 21:57:52.315000+01:00,2025-07-01 21:45:53.315000+01:00,productive,UPTIME,719.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:45:53.315000+01:00
Mill 1,68644be6ff0b2ffaa55fb63c,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 21:58:42.315000+01:00,2025-07-01 21:57:52.315000+01:00,productive,DOWNTIME,50.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 21:57:52.315000+01:00
Mill 1,68644c1eff0b2ffaa55fb64b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:01:43.315000+01:00,2025-07-01 21:58:42.315000+01:00,productive,UPTIME,181.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 21:58:42.315000+01:00
Mill 1,68644cc3ff0b2ffaa55fb734,6809f67ffc54c40ff1b489cf,Toilet Break,2025-07-01 22:03:23.798000+01:00,2025-07-01 22:01:43.315000+01:00,unproductive,DOWNTIME,100.483,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 22:01:43.315000+01:00
Mill 1,68644d35ff0b2ffaa55fb75a,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:12:18.798000+01:00,2025-07-01 22:03:23.798000+01:00,productive,UPTIME,535.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:03:23.798000+01:00
Mill 1,68644f45ff0b2ffaa55fb8be,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 22:13:14.798000+01:00,2025-07-01 22:12:18.798000+01:00,productive,DOWNTIME,56.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 22:12:18.798000+01:00
Mill 1,68644f7aff0b2ffaa55fb8ce,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:24:07.798000+01:00,2025-07-01 22:13:14.798000+01:00,productive,UPTIME,653.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:13:14.798000+01:00
Mill 1,68645206ff0b2ffaa55fba15,6809f67ffc54c40ff1b489cf,Coil Change,2025-07-01 22:30:46.798000+01:00,2025-07-01 22:24:07.798000+01:00,productive,DOWNTIME,399.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 22:24:07.798000+01:00
Mill 1,68645392ff0b2ffaa55fbb32,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:32:12.798000+01:00,2025-07-01 22:30:46.798000+01:00,productive,UPTIME,86.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:30:46.798000+01:00
Mill 1,686453eeff0b2ffaa55fbb48,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 22:33:15.798000+01:00,2025-07-01 22:32:12.798000+01:00,productive,DOWNTIME,63.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 22:32:12.798000+01:00
Mill 1,68645423ff0b2ffaa55fbb5b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:45:01.798000+01:00,2025-07-01 22:33:15.798000+01:00,productive,UPTIME,706.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:33:15.798000+01:00
Mill 1,686456f3ff0b2ffaa55fbd02,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 22:46:48.798000+01:00,2025-07-01 22:45:01.798000+01:00,productive,DOWNTIME,107.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 22:45:01.798000+01:00
Mill 1,68645764ff0b2ffaa55fbd63,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:58:39.798000+01:00,2025-07-01 22:46:48.798000+01:00,productive,UPTIME,711.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:46:48.798000+01:00
Mill 1,68645a2fff0b2ffaa55fbed4,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 22:59:01.798000+01:00,2025-07-01 22:58:39.798000+01:00,productive,DOWNTIME,22.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 22:58:39.798000+01:00
Mill 1,68645a2fff0b2ffaa55fbed5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 23:10:49.297000+01:00,2025-07-01 22:59:01.798000+01:00,productive,UPTIME,707.499,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 22:59:01.798000+01:00
Mill 1,68645d07ff0b2ffaa55fc099,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 23:15:39.297000+01:00,2025-07-01 23:10:49.297000+01:00,productive,DOWNTIME,290.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 23:10:49.297000+01:00
Mill 1,68645e22ff0b2ffaa55fc136,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 23:27:23.297000+01:00,2025-07-01 23:15:39.297000+01:00,productive,UPTIME,704.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 23:15:39.297000+01:00
Mill 1,686460e3ff0b2ffaa55fc2af,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 23:27:57.297000+01:00,2025-07-01 23:27:23.297000+01:00,productive,DOWNTIME,34.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 23:27:23.297000+01:00
Mill 1,686460f9ff0b2ffaa55fc2b1,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 23:31:59.297000+01:00,2025-07-01 23:27:57.297000+01:00,productive,UPTIME,242.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 23:27:57.297000+01:00
Mill 1,686461f9ff0b2ffaa55fc327,6809f67ffc54c40ff1b489cf,Coil Change,2025-07-01 23:39:44.297000+01:00,2025-07-01 23:31:59.297000+01:00,productive,DOWNTIME,465.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 23:31:59.297000+01:00
Mill 1,686463c8ff0b2ffaa55fc3f8,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 23:48:12.297000+01:00,2025-07-01 23:39:44.297000+01:00,productive,UPTIME,508.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 23:39:44.297000+01:00
Mill 1,686465c8ff0b2ffaa55fc51b,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-01 23:49:12.297000+01:00,2025-07-01 23:48:12.297000+01:00,productive,DOWNTIME,60.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-07-01 23:48:12.297000+01:00
Mill 1,68646601ff0b2ffaa55fc529,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-01 23:55:26.297000+01:00,2025-07-01 23:49:12.297000+01:00,productive,UPTIME,374.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-07-01 23:49:12.297000+01:00
Mill 1,6864676bff0b2ffaa55fc647,6809f67ffc54c40ff1b489cf,Break,2025-07-02 00:30:27.801000+01:00,2025-07-01 23:55:26.297000+01:00,unproductive,DOWNTIME,2101.504,NIGHT,TUESDAY,UNPRODUCTIVE DOWNTIME,2025-07-01 23:55:26.297000+01:00
Mill 1,68646fa9ff0b2ffaa55fca5b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 00:36:15.801000+01:00,2025-07-02 00:30:27.801000+01:00,productive,UPTIME,348.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 00:30:27.801000+01:00
Mill 1,6864710cff0b2ffaa55fcaff,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 00:36:44.801000+01:00,2025-07-02 00:36:15.801000+01:00,productive,DOWNTIME,29.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 00:36:15.801000+01:00
Mill 1,68647129ff0b2ffaa55fcb03,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 00:48:15.801000+01:00,2025-07-02 00:36:44.801000+01:00,productive,UPTIME,691.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 00:36:44.801000+01:00
Mill 1,686473d2ff0b2ffaa55fcc6e,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-02 00:48:53.801000+01:00,2025-07-02 00:48:15.801000+01:00,productive,DOWNTIME,38.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 00:48:15.801000+01:00
Mill 1,6864740aff0b2ffaa55fcc76,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:00:34.801000+01:00,2025-07-02 00:48:53.801000+01:00,productive,UPTIME,701.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 00:48:53.801000+01:00
Mill 1,686476b1ff0b2ffaa55fce15,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-02 01:01:12.801000+01:00,2025-07-02 01:00:34.801000+01:00,productive,DOWNTIME,38.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:00:34.801000+01:00
Mill 1,686476d1ff0b2ffaa55fce1f,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:09:21.279000+01:00,2025-07-02 01:01:12.801000+01:00,productive,UPTIME,488.478,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:01:12.801000+01:00
Mill 1,686478bfff0b2ffaa55fcec1,6809f67ffc54c40ff1b489cf,Coil Change,2025-07-02 01:16:20.279000+01:00,2025-07-02 01:09:21.279000+01:00,productive,DOWNTIME,419.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:09:21.279000+01:00
Mill 1,68647a68ff0b2ffaa55fcfd5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:18:29.279000+01:00,2025-07-02 01:16:20.279000+01:00,productive,UPTIME,129.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:16:20.279000+01:00
Mill 1,68647ae9ff0b2ffaa55fcffc,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:18:45.279000+01:00,2025-07-02 01:18:29.279000+01:00,productive,DOWNTIME,16.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:18:29.279000+01:00
Mill 1,68647ae9ff0b2ffaa55fcffd,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:21:17.279000+01:00,2025-07-02 01:18:45.279000+01:00,productive,UPTIME,152.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:18:45.279000+01:00
Mill 1,68647b82ff0b2ffaa55fd06d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:21:30.279000+01:00,2025-07-02 01:21:17.279000+01:00,productive,DOWNTIME,13.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:21:17.279000+01:00
Mill 1,68647ba0ff0b2ffaa55fd077,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:33:15.279000+01:00,2025-07-02 01:21:30.279000+01:00,productive,UPTIME,705.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:21:30.279000+01:00
Mill 1,68647e66ff0b2ffaa55fd1a5,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-02 01:33:51.279000+01:00,2025-07-02 01:33:15.279000+01:00,productive,DOWNTIME,36.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:33:15.279000+01:00
Mill 1,68647e85ff0b2ffaa55fd1af,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:45:39.279000+01:00,2025-07-02 01:33:51.279000+01:00,productive,UPTIME,708.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:33:51.279000+01:00
Mill 1,68648139ff0b2ffaa55fd387,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-02 01:46:17.279000+01:00,2025-07-02 01:45:39.279000+01:00,productive,DOWNTIME,38.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:45:39.279000+01:00
Mill 1,68648175ff0b2ffaa55fd39b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 01:58:18.279000+01:00,2025-07-02 01:46:17.279000+01:00,productive,UPTIME,721.0,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:46:17.279000+01:00
Mill 1,68648444ff0b2ffaa55fd4cc,6809f67ffc54c40ff1b489cf,change strut pack,2025-07-02 01:59:36.279000+01:00,2025-07-02 01:58:18.279000+01:00,productive,DOWNTIME,78.0,NIGHT,WEDNESDAY,PRODUCTIVE DOWNTIME,2025-07-02 01:58:18.279000+01:00
Mill 1,68648483ff0b2ffaa55fd4e5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-07-02 02:11:30.763000+01:00,2025-07-02 01:59:36.279000+01:00,productive,UPTIME,714.484,NIGHT,WEDNESDAY,PRODUCTIVE UPTIME,2025-07-02 01:59:36.279000+01:00
